# Stock Analysis Data Export
# Symbol: AAPL
# Export Date: 2025-08-30T21:45:17.782461
# Data Points: 434
# Date Range: 2024-01-02 to 2025-08-29
# Features: 50 technical indicators included
#
,Close,High,Low,Open,Volume,Daily_Return,Log_Return,Price_Range,Price_Change,MA_5,MA_5_Signal,MA_10,MA_10_Signal,MA_20,MA_20_Signal,MA_50,MA_50_Signal,MA_100,MA_100_Signal,MA_200,MA_200_Signal,EMA_12,EMA_26,RSI_14,RSI_7,MACD,MACD_Signal,MACD_Histogram,BB_Upper,BB_Middle,BB_Lower,BB_Width,BB_Position,Williams_R_14,Williams_R_21,Momentum_5,ROC_5,Momentum_10,ROC_10,Momentum_20,ROC_20,Volatility_10,Volatility_30,Volume_MA_10,Volume_Ratio,Price_Volume,Support,Resistance,Trend_5,Trend_20 
2024-05-29,189.1894989014,191.1381704087,188.4140110491,188.5134387924,53068000,0.0015790227,0.0015777774,2.7241593594999998,0.6760601089,188.3285064697,1,189.0125259399,1,185.6180984497,1,175.5414300537,1,178.478888092,1,,-1,187.4351329689,183.2542214426,65.3470401317,46.3199844567,4.1809115263,4.3727785617,-0.19186703530000002,195.1241868956,185.6180984497,176.1120100038,19.0121768917,0.6878480551,-24.9309992398,-11.2359093635,-0.6064605713,-0.31953292,0.566696167,0.3004388434,21.0966033936,12.5505621935,0.0097875897,0.015028788400000001,44445530.0,1.1940008364999999,10039908327.697754,169.6715539686,191.8838221422,-1,1
2024-05-30,190.1837005615,191.068552793,189.5275290874,189.6567669389,49889100,0.0052550573,0.0052412977000000005,1.5410237056,0.5269336227,189.2054016113,1,189.1566864014,1,186.5374687195,1,175.9421411133,1,178.5404058838,1,,-1,187.8579895278,183.76764229,71.4806635139,44.6354951456,4.0903472377,4.3162922969,-0.2259450591,193.6771989383,186.5374687195,179.3977385006,14.2794604377,0.7553480125,-20.4058430043,-7.6539755752000005,4.384475708,2.3597922497,1.4416046143,0.7637960186,18.3874053955,10.7030278958,0.0099111439,0.0149093526,44149920.0,1.1299929875,9488093655.683899,179.1336329756,191.8838221422,1,1
2024-05-31,191.1381530762,191.4563096896,188.8116897304,190.3328400081,75158300,0.0050185821,0.005006031,2.6446199592,0.8053130681,189.6567749023,1,189.393309021,1,186.990750885,1,176.3438711548,1,178.6081959534,1,,-1,188.3626300799,184.3137302381,67.6522615163,57.1885286897,4.0488998418,4.2628138059000005,-0.21391396410000002,194.0879103575,186.990750885,179.8935914125,14.1943189451,0.7921874735000001,-11.1774269877,-5.848298063,2.2568664551,1.1948597426,2.3662261963,1.253484157,9.0656433105,4.9791389827,0.009994690700000001,0.014564065400000001,47537460.0,1.5810331472999999,14365618650.344849,179.1336329756,191.8838221422,1,1
2024-06-03,192.9078826904,193.8623374846,191.4066207978,191.7844128623,50080500,0.009258903,0.0092163021,2.4557166867,1.1234698281,190.4620941162,1,189.6905822754,1,187.615422821,1,176.8093914795,1,178.6936833191,1,,-1,189.0618997196,184.9504681984,68.8141813142,100.0,4.1114315212,4.2325373489,-0.1211058277,194.4705596634,187.615422821,180.7602859787,13.7102736847,0.8860214603000001,-11.4833139481,-6.4802358792,4.0265960693,2.1318131305,2.9727325439000003,1.5651302782,12.4934387207,6.9248550425,0.0102080682,0.014582324700000001,48109380.0,1.0409716359,9660923219.078064,180.0271858365,193.8623374846,1,1
2024-06-04,193.2260284424,194.1904198886,191.9136550708,193.5143446204,47471400,0.0016492107000000002,0.0016478523,2.2767648178,-0.28831617800000003,191.3290527344,1,189.8894256592,1,188.2217506409,1,177.3039123535,1,178.8050598145,1,,-1,189.7025349134,185.5635922005,64.8683335058,100.0,4.1389427129,4.2138184217,-0.0748757088,194.789372862,188.2217506409,181.6541284198,13.1352444422,0.8809809420000001,-11.1622620323,-6.8091188967,4.3347930908,2.294861952,1.9884338379000002,1.0397714121,12.1265563965,6.6960749579000005,0.010041615,0.014596822700000001,48625580.0,0.9762639335000001,9172710086.599731,180.1562619452,194.1904198886,1,1
2024-06-05,194.7372283936,195.7612704241,193.7430116516,194.2699453112,54156800,0.0078208923,0.0077904676,2.0182587725,0.4672830824,192.4385986328,1,190.3835525513,1,188.8867584229,1,177.7571710205,1,178.9409684753,1,,-1,190.4771031469,186.243243502,67.7666487296,100.0,4.2338596449,4.2178266664,0.0160329786,195.2521216382,188.8867584229,182.5213952075,12.7307264307,0.9595550774,-10.0292054891,-6.562265134,5.5477294922,2.9323665026,4.9412689209,2.6034637063,13.3001556396,7.330450959,0.0097471461,0.0145377998,50576410.0,1.0707916991,10546345130.664062,180.8115613857,195.7612704241,1,1
2024-06-06,193.3552703857,195.3635924799,193.0470656188,194.5582793351,41181800,-0.007096527,-0.0071218272,2.3165268611,-1.2030089493,193.0729125977,1,191.1391571045,1,189.3918205261,1,178.2191296387,1,179.004057312,1,,-1,190.9198981095,186.7701483822,62.5750212672,80.880362937,4.1497497273,4.2042112786,-0.0544615512,195.4719517278,189.3918205261,183.3116893244,12.1602624034,0.8259345669,-23.5637484316,-16.0939589674,3.1715698242,1.6676349313,7.5560455322,4.0667799008,10.1012420654,5.5121528067,0.0064068457,0.0147065018,49594000.0,0.8303786748,7962718073.971558,181.0767011963,195.7612704241,1,1
2024-06-07,195.7513122559,195.8010261216,193.0172165152,193.5242615366,53103900,0.0123919139,0.0123157626,2.7838096064,2.2270507192,193.9955444336,1,191.826159668,1,190.0798171997,1,178.7290090942,1,179.0620523071,1,,-1,191.6631925976,187.4355227615,64.9463345468,85.1812340572,4.2276698361,4.2089029901,0.018766846,195.7330936027,190.0798171997,184.4265407968,11.306552805900001,1.0016113358,-0.48499650580000003,-0.33763086600000003,4.6131591797,2.4135208515,6.8700256348,3.6372187831,13.7599334717,7.5607611545,0.0055751145000000005,0.0146890509,51271690.0,1.0357353151,10395158110.903929,183.5522791604,195.8010261216,1,1
2024-06-10,192.0031433105,196.1589774178,191.0387518022,195.761281596,97010200,-0.0191476057,-0.0193332953,5.1202256156,-3.7581382854000003,193.8145965576,-1,192.1383453369,-1,190.4198402405,1,179.1927178955,1,179.0594615173,1,,-1,191.7154927075,187.7739135182,51.7476252347,57.5309951936,3.9415791893,4.1554382299,-0.2138590406,195.6394029154,190.4198402405,185.2002775656,10.4391253497,0.6516700889,-39.1752822365,-32.9652857743,-0.9047393799000001,-0.469000731,3.1218566895,1.6528141804,6.8004608154,3.6719018989,0.0091122536,0.0148562934,57340010.0,1.6918413513,18626263333.184814,185.2126171603,196.1589774178,-1,1
2024-06-11,205.9519958496,205.9619477264,192.5101961717,192.5300695841,172373300,0.0726490843,0.0701313685,13.4517515546,13.4219262655,196.3597900391,1,193.8444213867,1,191.400138855,1,179.9590341187,1,179.1835675049,1,,-1,193.9057239685,189.1206168319,73.475950721,79.5401325174,4.7851071366,4.2813720112,0.5037351253,199.7961326616,191.400138855,183.0041450484,16.7919876131,1.3665952673000001,-0.048756757000000005,-0.0479623992,12.7259674072,6.5860523604,17.060760498,9.0320551222,19.60597229,10.5212721557,0.0241626362,0.018929320200000002,69349330.0,2.4855798895,35500625166.183464,185.5506706744,205.9619477264,1,1
2024-06-12,211.8377532959,218.9265078416,205.7034230879,206.1707061368,198134300,0.0285782977,0.028177555200000003,13.2230847537,5.6670471591,199.7798950195,1,196.1092468262,1,192.5608863831,1,180.8269815063,1,179.3732736206,1,,-1,196.6644977202,190.8035744541,85.8669447811,82.4251282276,5.8609232661,4.5972822622,1.2636410038,204.8544548653,192.5608863831,180.2673179008,24.5871369645,1.2840224318,-22.1703685612,-21.2391812382,17.1005249023,8.7813332065,22.6482543945,11.9712005825,23.2149505615,12.3076055625,0.0247502985,0.0191756179,83855960.0,2.3627932946,41972324962.85553,185.5506706744,218.9265078416,1,1
2024-06-13,213.0009918213,215.4964702834,210.3762603333,213.4981001726,97862700,0.0054911767,0.0054761551,5.12020995,-0.49710835130000003,203.7090393066,1,198.3909759521,1,193.7738311768,1,181.7346746826,1,179.5778846741,1,,-1,199.1778045119,192.4480146671,85.078147018,82.9196276344,6.7297898448,5.0237837787,1.7060060661,208.9337938355,193.7738311768,178.6138685181,30.3199253174,1.1341427442,-18.5322926952,-17.753909784,19.6457214355,10.1604271745,22.8172912598,11.9975009385,24.258895874,12.8529333916,0.024743644500000002,0.0189925679,88653320.0,1.1038808248,20844852162.30926,185.5506706744,218.9265078416,1,1
2024-06-14,211.2611236572,213.9256172778,210.0780032919,212.6132590504,70122700,-0.0081683571,-0.0082019009,3.8476139859,-1.3521353931,206.8110015869,1,200.4032730103,1,194.8982910156,1,182.592479248,1,179.7824501038,1,,-1,201.0367766924,193.8417251026,80.9799890079,77.2996923424,7.1950515898,5.4580373409,1.7370142489,211.7391209441,194.8982910156,178.0574610871,33.681659857,0.9858083809,-24.7909225736,-22.966867156,15.5098114014,7.9232221857,20.1229705811,10.5279716567,22.4891967773,11.9134222705,0.0254775151,0.0163963519,88149760.0,0.7954950757,14814200395.878601,185.5506706744,218.9265078416,1,1
2024-06-17,215.4169464111,217.6837594402,211.4897931914,212.1360280257,93728300,0.0196714979,0.019480514600000002,6.1939662488,3.2809183854,211.493762207,1,202.6541793823,1,196.1723808289,1,183.5558389282,1,180.035415802,1,,-1,203.2491104996,195.4400455321,82.9383448036,83.3885870896,7.8090649675,5.9282428663,1.8808221012000002,215.1520415775,196.1723808289,177.1927200802,37.9593214973,1.0069786504,-11.5020460448,-10.515276105,23.4138031006,12.1944894739,22.5090637207,11.6682964982,25.4817962646,13.4160508179,0.0256405574,0.0163786592,92514540.0,1.0131196675,20190664178.30658,185.5506706744,218.9265078416,1,1
2024-06-18,213.0507049561,217.3656172672,211.7681719979,216.331623331,79943300,-0.0109844722,-0.011045247000000001,5.5974452694,-3.2809183749,212.9135040283,1,204.6366470337,1,197.2630363464,1,184.4476477051,1,180.3013092041,1,,-1,204.7570481108,196.7446566395,78.1822965852,76.2048882008,8.0123914714,6.3450725873,1.6673188841000002,217.5131349881,197.2630363464,177.0129377047,40.5001972834,0.8898170791000001,-19.5113344662,-17.6049603074,7.0987091064,3.4467784967,19.8246765137,10.2598374937,21.8131103516,11.406287763,0.0264712927,0.0166686713,95761730.0,0.8348147010000001,17031976421.513367,185.5506706744,218.9265078416,1,1
2024-06-19,213.0507049561,217.3656172672,211.7681719979,216.331623331,79943300,0.0,0.0,5.5974452694,-3.2809183749,213.1560943604,-1,206.4679946899,1,198.4257736206,1,185.3769869995,1,180.6032971191,1,,-1,206.0329953196,197.9526130777,77.6575875601,85.9667109762,8.0803822419,6.6921345182,1.3882477237,219.5233910214,198.4257736206,177.3281562198,42.1952348016,0.846601492,-19.5113344662,-17.6049603074,1.2129516602,0.5725852174,18.3134765625,9.4041990397,23.2547454834,12.2524976549,0.026661635200000002,0.0166863952,98340380.0,0.8129244569,17031976421.513367,185.5506706744,218.9265078416,1,1
2024-06-20,208.4673461914,213.0009869957,207.642159697,212.6927670816,86172500,-0.0215129951,-0.021747772800000002,5.3588272987,-4.2254208902,212.2493652344,-1,207.9792022705,1,199.5591796875,1,186.0704943848,1,180.8350579834,1,,-1,206.4075108388,198.7315425054,69.2681965139,56.3217905924,7.6759683334,6.8889012812,0.7870670521,220.2319749031,199.5591796875,178.8863844719,41.3455904313,0.7154562654000001,-37.5044934968,-31.3375260006,-4.5336456299,-2.1284622157,15.1120758057,7.8157041055,22.6681213379,12.20033149,0.028004972500000003,0.0173709932,102839450.0,0.8379323304,17964152389.678955,186.9525037733,218.9265078416,-1,1
2024-06-21,206.2900390625,210.6645866973,205.9122318427,209.1732615713,241805100,-0.010444355800000001,-0.0104992808,4.7523548547,-2.8832225088000003,211.2551483154,-1,209.0330749512,-1,200.4296173096,1,186.6904708862,1,181.0550608826,1,,-1,206.3894382578,199.2914712802,64.7458654181,32.862442317,7.0979669776,6.9307144205,0.1672525571,220.670872883,200.4296173096,180.1883617362,40.4825111468,0.6447642843,-45.3118879886,-39.5210707803,-4.9710845947,-2.3530522363,10.5387268066,5.3837323925,17.4087524414,9.2167693014,0.028523968900000002,0.0174628684,121709570.0,1.9867385942,49881983524.51172,186.9525037733,218.9265078416,-1,1
2024-06-24,206.9362792969,211.4699053714,205.3952402589,206.5187100711,80727000,0.0031326778000000002,0.0031277812,6.0746651125,0.4175692258,209.5590148926,-1,210.5263885498,-1,201.3323669434,1,187.4000219727,1,181.2633798218,1,,-1,206.4735676485,199.8577909472,64.9989433308,30.647217328700002,6.6157767013,6.8677268767,-0.25195017540000003,221.0075642587,201.3323669434,181.657169628,39.3503946307,0.6424105757,-42.9945978005,-37.4999281264,-8.4806671143,-3.936861633,14.9331359863,7.7775476635,18.0549926758,9.5589102546,0.027215119200000002,0.017281359200000002,120081250.0,0.6722698173,16705345018.798828,188.0063830998,218.9265078416,-1,1
2024-06-25,207.8609161377,210.1575545458,207.4035697292,207.9404401326,55549700,0.0044682201,0.0044582672,2.7539848166,-0.0795239949,208.5210571289,-1,210.7172805786,-1,202.2808509827,1,188.1937936401,1,181.4648812866,1,,-1,206.6870058777,200.4506514738,64.5439018946,38.5542700879,6.236354404,6.7414523821,-0.5050979782,221.2469501542,202.2808509827,183.3147518111,37.9321983432,0.6471062949,-39.6790322185,-35.7876683756,-5.1897888184,-2.4359406928,1.9089202881,0.9268763239000001,18.9696807861,10.0426474266,0.01495335,0.0172762443,108398890.0,0.5124563545,11546611533.174133,188.4140110491,218.9265078416,-1,1
2024-06-26,212.0167236328,213.6174132199,209.4218172877,210.2768443064,66213200,0.0199932126,0.019795973,4.1955959322,1.7398793264,208.3142608643,1,210.7351776123,1,203.4222122192,1,189.0980844116,1,181.706849823,1,,-1,207.506962456,201.3074463192,69.483117829,38.554206966,6.1995161367,6.6330651331,-0.4335489963,221.8097707532,203.4222122192,185.0346536853,36.7751170678,0.733704529,-24.7771251263,-22.6457515286,-1.0339813232,-0.4853217094,0.1789703369,0.0844846276,22.8272247314,12.0657990343,0.0133567758,0.0174643445,95206780.0,0.6954672766000001,14038305725.24414,188.8116897304,218.9265078416,-1,1
2024-06-27,212.8618011475,214.4923159256,211.1219219257,213.4483853585,49772700,0.0039859003,0.0039779776,3.370394,-0.586584211,209.1931518555,1,210.7212585449,1,204.5561172485,1,190.0383404541,1,181.9680776978,1,,-1,208.3307837935,202.1633695565,68.4617494517,49.2915626137,6.1674142371,6.5399349539,-0.37252071680000004,222.2917121617,204.5561172485,186.8205223353,35.4711898264,0.7341529545000001,-21.7468436169,-20.1386130634,4.3944549561,2.1079823945,-0.1391906738,-0.0653474299,22.6781005859,11.9243134501,0.0132984321,0.0174524532,90397780.0,0.5505964859,10594706569.972227,188.8116897304,218.9265078416,1,1
2024-06-28,209.4019165039,214.8204096555,209.0837750486,214.5221416113,82542700,-0.0162541359,-0.0163876835,5.7366346069,-5.1202251074,209.8155273438,-1,210.5353378296,-1,205.4693054199,1,190.9499075317,1,182.1870617676,1,,-1,208.4955734414,202.6995843814,68.890317322,39.1355391772,5.7959890599,6.3911457751,-0.5951567152,222.1450398111,205.4693054199,188.7935710287,33.3514687824,0.6179141797000001,-36.0557198777,-31.6275904524,3.1118774414,1.50849622,-1.8592071533,-0.8800517204,18.2637634277,9.5552683406,0.0140744059,0.0178352715,91639780.0,0.9007300105,17284599573.406982,191.0387518022,218.9265078416,1,1
2024-07-01,215.4964752197,216.2520744696,210.6944066158,210.8634216387,60402900,0.0291045986,0.0286891024,5.5576678538,4.6330535811,211.5275665283,1,210.5432907104,1,206.5987350464,1,191.966685791,1,182.4838702393,1,,-1,209.5726352538,203.6475450468,62.493493669,69.2015849422,5.925090207,6.2979346615,-0.3728444544,222.7436258833,206.5987350464,190.4538442095,32.2897816738,0.775559007,-25.3489379389,-12.2994213555,8.5601959229,4.136633727,0.0795288086,0.0369185479,22.5885925293,11.7095228117,0.015807873400000002,0.0184302743,88307240.0,0.6840084686,13016612043.049622,191.0387518022,218.9265078416,1,1
2024-07-02,218.9961242676,219.1054887152,213.8560255728,214.8999410071,58046200,0.016239936400000002,0.0161094791,5.2494631424,4.0961832605,213.7546081543,1,211.1378326416,1,207.8872398376,1,193.0324081421,1,182.8366249084,1,,-1,211.0224027948,204.7845244008,59.9944609079,82.370782149,6.2378783941,6.285923408,-0.0480450139,223.647177129,207.8872398376,192.1273025463,31.5198745828,0.8524406292000001,-0.7976839218,-0.38965857670000004,11.1352081299,5.357047557,5.9454193115,2.7906123628,25.7700958252,13.33676215,0.0160203145,0.0185529982,86117530.0,0.6740346594000001,12711892828.46069,191.0387518022,219.1054887152,1,1
2024-07-03,220.2687072754,220.2687072754,217.7632770078,218.7276683958,37369800,0.0058109842,0.0057941655,2.5054302676,1.5410388795999999,215.4050048828,1,211.8596328735,1,209.1638137817,1,194.081484375,1,183.210941925,1,,-1,212.4449111768,205.9315453358,60.116238715,82.9160036406,6.513365841,6.3314118946,0.1819539464,224.5710528563,209.1638137817,193.7565747072,30.814478149,0.8603790867000001,0.0,0.0,8.2519836426,3.8921380829,7.2180023193,3.3879269824,25.5314788818,13.1107334188,0.016009979,0.0184091043,81860180.0,0.4565076695,8231397537.139894,191.0387518022,220.2687072754,1,1
2024-07-04,220.2687072754,220.2687072754,217.7632770078,218.7276683958,37369800,0.0,0.0,2.5054302676,1.5410388795999999,216.8863861084,1,213.0397689819,1,210.5094856262,1,195.1132849121,1,183.58813797,1,,-1,213.6485721154,206.9935954191,63.1762374576,82.0986996418,6.6549766962,6.3961248549,0.2588518413,224.7610693717,210.5094856262,196.2579018807,28.503167491,0.8423907765,0.0,0.0,7.4069061279,3.4796784054,11.801361084,5.6610118081,26.9134368896,13.9191638459,0.013536953000000001,0.017766139900000002,76979910.0,0.48544873590000004,8231397537.139894,191.0387518022,220.2687072754,1,1
2024-07-05,225.0310211182,225.1403855702,220.3681420181,220.3681420181,60412400,0.0216204739,0.0213900666,4.7722435521,4.6628791001,220.0122070312,1,214.9138671875,1,211.9734710693,1,196.2520474243,1,184.0283467102,1,,-1,215.3997181161,208.3297453947,63.818226159299996,82.6433578103,7.0699727214,6.5308944282,0.5390782932,225.8524027037,211.9734710693,198.094539435,27.7578632687,0.9704090485,-0.5538802085,-0.320701503,15.6291046143,7.4636874749,18.7409820557,9.0847731383,29.2797088623,14.957605405,0.0131039572,0.017894437500000002,58840640.0,1.02671215,13594664060.198977,191.0387518022,225.1403855702,1,1
2024-07-08,226.5024719238,226.5322972133,221.958894001,225.7766827586,59085900,0.0065388798,0.0065175941,4.5734032122,0.7257891652,222.2134063721,1,216.8704864502,1,213.6984375,1,197.3368377686,1,184.4832699585,1,,-1,217.1078340868,209.6759146755,69.8445391979,83.1721274794,7.4319194113,6.7110994248,0.7208199865,225.5549056173,213.6984375,201.8419693827,23.7129362345,1.0399598893,-0.1411042679,-0.0840301782,11.0059967041,5.107274582,19.566192627,9.455177552,34.4993286133,17.9681061562,0.012983698200000001,0.0178585531,56676530.0,1.0425108947,13383102405.844112,192.5101961717,226.5322972133,1,1
2024-07-09,227.3574829102,228.0733201958,225.0608446065,226.6118203352,48076100,0.0037748417,0.0037677349000000003,3.0124755892,0.745662575,223.8856781006,1,218.8201431274,1,214.768711853,1,198.5016763306,1,184.9541899109,1,,-1,218.6847031368,210.9856977586,70.5865485235,100.0,7.6990053782,6.9086806155,0.7903247627000001,227.5122356281,214.768711853,202.0251880779,25.4870475502,0.9939281818000001,-3.1565162818,-2.0128639012,8.3613586426,3.8180395523,19.4965667725,9.3796213039,21.4054870605,10.3934351169,0.0130133012,0.017827105700000002,55929170.0,0.8595890123000001,10930461084.136963,205.3952402589,228.0733201958,1,1
2024-07-10,231.632598877,231.7320266136,227.924174892,227.9738887603,62627700,0.018803498000000002,0.0186288975,3.8078517216,3.6587101166,226.1584564209,1,220.7817306519,1,215.7584541321,1,199.7724703979,1,185.460315094,1,,-1,220.676687097,212.5151381575,83.6316744616,100.0,8.1615489395,7.1592542803,1.0022946592,230.4668191949,215.7584541321,201.0500890693,29.4167301256,1.0396298187,-0.3775241797,-0.3775241797,11.3638916016,5.1591039609,19.6158752441,9.2520414937,19.7948455811,9.3443426741,0.0129074665,0.017945213,55570620.0,1.1269930046,14506616912.686157,205.3952402589,231.7320266136,1,1
2024-07-11,226.2538909912,231.0460073697,224.4642979818,230.0517907168,64710600,-0.023220858900000002,-0.0234947107,6.5817093879,-3.7978997254999998,227.3554931641,-1,222.1209396362,1,216.4210990906,1,200.8616223145,1,185.8922996521,1,,-1,221.5347184654,213.5328483923,76.5187326474,70.143472667,8.0018700732,7.3277774389,0.6740926343,231.7858889348,216.4210990906,201.0563092464,30.7295796884,0.8199780798,-20.8003191757,-20.8003191757,5.9851837158,2.71721925,13.392089843800001,6.2914481469,13.2528991699,6.2219894173,0.016453319,0.018770532,57064410.0,1.1339922729,14641025038.375853,205.3952402589,231.7320266136,1,1
2024-07-12,229.2067260742,231.2945873466,227.3574822865,227.5960997713,53046500,0.0130509803,0.0129665501,3.9371050601,1.6106263029,228.1906341553,1,224.1014205933,1,217.3183792114,1,201.8043066406,1,186.3721803284,1,,-1,222.7150273284,214.6939026079,77.8745519494,72.6905853916,8.0211247205,7.4664468952,0.5546778253,233.4892387832,217.3183792114,201.1475196396,32.3417191436,0.8675854957,-10.3800276005,-9.5884915698,4.1757049561,1.855613033,19.8048095703,9.4577976654,17.945602417,8.4945124339,0.0144945312,0.0188136949,54114790.0,0.9802588165,12158614594.696045,205.3952402589,231.7320266136,1,1
2024-07-15,233.0444030762,235.8580383347,231.7419815445,235.1123757628,62631300,0.0167433001,0.0166046763,4.1160567902,-2.0679726866,229.4990203857,1,225.8562133789,1,218.1997520447,1,202.8569058228,1,186.9039408875,1,,-1,224.304162059,216.0532273833,79.3783155572,77.1440853912,8.2509346756,7.6233444513,0.6275902243,235.7932038176,218.1997520447,200.6063002718,35.1869035458,0.9218800046000001,-10.5087308228,-9.2362994742,6.5419311523,2.8882383034,17.5479278564,8.143023146200001,17.627456665,8.1829479801,0.013062104100000001,0.018904509400000002,54337630.0,1.152632163,14595873922.384644,205.3952402589,235.8580383347,1,1
2024-07-16,233.4619903564,234.9036016459,230.9863851256,233.6409420941,43234300,0.0017918786,0.0017902751,3.9172165203000002,-0.1789517376,230.719921875,1,227.3027999878,1,219.2203163147,1,203.904156189,1,187.425282135,1,,-1,225.7130587202,217.3427903671,77.4078767392,71.9689391108,8.3702683531,7.7727292317,0.5975391214,237.8911917143,219.2203163147,200.5494409151,37.3417507992,0.8813874212,-8.9490715492,-7.8654888244,6.1045074463,2.68498198,14.4658660889,6.6055352063,20.4112854004,9.5804824512,0.012838714000000001,0.0189032676,52856440.0,0.8179570928000001,10093565729.667664,205.3952402589,235.8580383347,1,1
2024-07-17,227.5563354492,230.1214164943,225.3292844595,228.1230311102,57345900,-0.0252960017,-0.0256214456,4.7921320349,-0.5666956609,229.9046691895,-1,228.0315628052,-1,219.9455978394,1,204.8265414429,1,187.8995806885,1,,-1,225.9966397554,218.0993628351,66.6291612144,52.230626627,7.8972769203,7.7976387694,0.0996381509,238.7339592355,219.9455978394,201.1572364432,37.5767227924,0.7025386208000001,-31.0062794138,-27.2519381339,-4.0762634277,-1.7597969575999999,7.2876281738,3.3085172488,14.5056304932,6.8085343797,0.0163187164,0.019770220300000002,54854050.0,1.0454269101,13049422857.037354,205.3952402589,235.8580383347,-1,1
2024-07-18,222.8834991455,229.1073055816,220.9845567217,228.9482272639,66034600,-0.020534854800000002,-0.020748626500000002,8.1227488598,-6.0647281184,229.2305908203,-1,228.2930419922,-1,220.6664054871,1,205.6191308594,1,188.333802948,1,,-1,225.5176950462,218.4537491894,64.8488725143,41.8478203449,7.0639458568,7.6509001869,-0.58695433,238.6912521901,220.6664054871,202.641558784,36.0496934061,0.5615010406000001,-51.5606782603,-42.5914230101,-3.3703918457,-1.4896503353,2.6147918701,1.1870918491,14.4161529541,6.9153050669,0.017997102,0.0202102451,57720530.0,1.1440400842,14718022712.67395,205.3952402589,235.8580383347,-1,1
2024-07-19,223.0127563477,225.4883615119,221.9887143107,223.5198165984,49151500,0.0005799317,0.0005797636000000001,3.4996472012,-0.5070602507,227.991796875,-1,228.0912155151,-1,221.5025413513,1,206.4395584106,1,188.7801400757,1,,-1,225.1323198618,218.7914586176,59.5310063855,31.4981606569,6.3408612442,7.3888923983,-1.0480311541,238.2237519962,221.5025413513,204.7813307065,33.4424212897,0.5451586619000001,-58.3823040465,-42.1671113568,-6.1939697266,-2.7023507697999998,-2.0182647705,-0.89688291,16.7227172852,8.1064104506,0.0165312253,0.0201751433,56594440.0,0.8684863743000001,10961411493.621826,205.3952402589,235.8580383347,-1,1
2024-07-22,222.6647796631,226.462679583,221.7998008148,225.6971284733,48201800,-0.0015603443,-0.0015615629000000002,4.6628787682,-3.0323488102,225.9158721924,-1,227.7074462891,-1,222.2889663696,1,207.188800354,1,189.2682723999,1,,-1,224.7526982928,219.0783753737,55.0561684334,40.1742613235,5.674322919,7.0459785025,-1.3716555835,237.5405424901,222.2889663696,207.0373902491,30.503152241,0.512320474,-72.9120347778,-43.3094118234,-10.3796234131,-4.4539252074,-3.8376922607,-1.6943268778,15.7285003662,7.6006490595,0.0163301598,0.019713067100000002,55506030.0,0.8684065497000001,10732843176.364138,207.4035697292,235.8580383347,-1,1
2024-07-23,223.7087097168,225.6275559695,221.3921828247,223.0724115915,39960300,0.0046883484,0.0046773923,4.2353731448,0.6362981253000001,223.9652160645,-1,227.3425689697,-1,223.08135604860001,1,207.9360540771,1,189.8162890625,1,,-1,224.5920846657,219.4213676257,54.7711077137,33.1915516926,5.1707170399,6.67092621,-1.50020917,236.7402813116,223.08135604860001,209.4224307856,27.317850526,0.5229649718,-67.1427956326,-42.6974363371,-9.7532806396,-4.1776739009,-3.6487731934000003,-1.6048617123,15.8477935791,7.6242296405,0.0163660008,0.0150374837,54694450.0,0.7306097785,8939467152.896118,209.0837750486,235.8580383347,-1,1
2024-07-24,217.2761230469,223.4999296447,215.8742889514,222.7045532063,61777600,-0.028754297,-0.0291758015,7.6256406933,-5.4284301594,221.909173584,-1,225.9069213867,-1,223.3443260193,-1,208.5091204834,1,190.3099084473,1,,-1,223.4665521089,219.2624586796,46.4778989154,8.3946642875,4.2040934293,6.1775596538,-1.9734662246,236.2902151247,223.3443260193,210.3984369139,25.8917782108,0.26563205030000003,-92.9851297242,-69.4021534384,-10.2802124023,-4.5176559827,-14.3564758301,-6.1979513677,5.2593994141,2.4806530937,0.0167180557,0.015298449300000001,54609440.0,1.1312622873,13422797419.140625,209.0837750486,235.8580383347,-1,1
2024-07-25,216.2321929932,219.5727616726,213.3787807819,217.663852281,51391200,-0.0048046239,-0.0048162032,6.1939808907,-1.4316592879,220.5789123535,-1,224.9047515869,-1,223.5128456116,-1,209.0589224243,1,190.7942799377,1,,-1,222.3535737834,219.037992017,38.6509367937,5.9929349995,3.3155817663000002,5.6051640763,-2.28958231,235.9624268254,223.5128456116,211.0632643978,24.8991624276,0.2075944767,-87.3064659516,-73.301159146,-6.6513061523,-2.9842075245,-10.021697998,-4.4294036024,3.3703918457,1.5833709137,0.0156192462,0.0153087446,53277500.0,0.9645948102,11112431876.550295,209.0837750486,235.8580383347,-1,1
2024-07-26,216.6994781494,218.2206284836,214.7607434521,217.4351887967,41601300,0.0021610342,0.0021587025,3.4598850315,-0.7357106473,219.3162567139,-1,223.6540267944,-1,223.8777236938,-1,209.6174734497,1,191.2661477661,1,,-1,221.4837129166,218.8647669543,37.0194753633,11.6034472524,2.6189459622999998,5.0079204535,-2.3889744912,234.9359740503,223.8777236938,212.8194733374,22.1165007129,0.1754348422,-85.2277266731,-71.555881783,-6.3132781982,-2.8309045193999998,-12.5072479248,-5.4567543191,7.2975616455,3.4849545636,0.014613884700000001,0.0152202779,52132980.0,0.7979843086,9014980000.337221,210.6944066158,235.8580383347,-1,1
